,cmte_id,cmte_nm,name,other_id,sum
418,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD ACTION FUND,C00308676,102.0
419,C00687491,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,H2CA47188,96.0
420,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD ACTION FUND,C00575209,90.0
421,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD ACTION FUND,C00652719,90.0
422,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD ACTION FUND,C00646844,90.0
423,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD ACTION FUND,C00668228,90.0
424,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD ACTION FUND,C00499467,90.0
425,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD ACTION FUND,C00677898,90.0
426,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD ACTION FUND,C00648220,90.0
427,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD ACTION FUND,C00660464,90.0
428,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD ACTION FUND,C00704049,90.0
429,C00489799,PLANNED PARENTHOOD VOTES,TASK RABBIT,S2GA00225,84.0
430,C00489799,PLANNED PARENTHOOD VOTES,"BERG, MIRIAM",S0GA00559,84.0
431,C00489799,PLANNED PARENTHOOD VOTES,TASK RABBIT,S0GA00559,84.0
432,C00489799,PLANNED PARENTHOOD VOTES,"BERG, MIRIAM",S2GA00225,84.0
433,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,S2PA00661,80.0
434,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,GETTHRU,H8CA49058,77.0
435,C00489799,PLANNED PARENTHOOD VOTES,PUBLIX,S0GA00559,75.0
436,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,PLANNED PARENTHOOD MN ND SD ACTION FUND,H8MN03143,75.0
437,C00489799,PLANNED PARENTHOOD VOTES,PUBLIX,S2GA00225,75.0
438,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,FACEBOOK,H6MN02131,66.0
439,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,PLANNED PARENTHOOD MN ND SD ACTION FUND,H0MN03124,63.0
440,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD ACTION FUND,C00605592,60.0
441,C00687491,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,H2CA42213,57.0
442,C00489799,PLANNED PARENTHOOD VOTES,"BERG, MIRIAM",S0AZ00350,47.0
443,C00489799,PLANNED PARENTHOOD VOTES,"BERG, MIRIAM",S2AZ00372,47.0
444,C00489799,PLANNED PARENTHOOD VOTES,BLUE STATE DIGITAL,S8GA00180,46.0
445,C00489799,PLANNED PARENTHOOD VOTES,BLUE STATE DIGITAL,S0GA00559,46.0
446,C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",PLANNED PARENTHOOD ALLIANCE ADVOCATES,H2KY03206,44.0
447,C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",PLANNED PARENTHOOD ALLIANCE ADVOCATES,S0KY00420,44.0
448,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,S2NV00324,43.0
449,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD SOUTHEAST ADVOCATES,H0GA07273,38.0
450,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD SOUTHEAST ADVOCATES,H0GA05301,38.0
451,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD SOUTHEAST ADVOCATES,H0GA07232,38.0
452,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD SOUTHEAST ADVOCATES,H8GA06393,38.0
453,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD SOUTHEAST ADVOCATES,H6GA04129,38.0
454,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD SOUTHEAST ADVOCATES,H2GA06222,38.0
455,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD SOUTHEAST ADVOCATES,H2GA05166,38.0
456,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD SOUTHEAST ADVOCATES,H2GA04201,38.0
457,C90016510,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN POLITICAL FUND,JOHNSON LITHO GRAPHICS,S2WI00441,32.0
458,C00489799,PLANNED PARENTHOOD VOTES,M+R STRATEGIC SERVICES,S0WI00197,29.0
459,C00314617,"PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",PLANNED PARENTHOOD ACTION FUND,C00114439,27.0
460,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,PLANNED PARENTHOOD MN ND SD ACTION FUND,H6MN02131,24.0
461,C00489799,PLANNED PARENTHOOD VOTES,"BERG, MIRIAM",S2PA00638,23.0
462,C00489799,PLANNED PARENTHOOD VOTES,"BERG, MIRIAM",S6PA00274,23.0
463,C00687848,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND PAC,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND,S2CA00955,21.0
464,C00687848,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND PAC,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND,H6CA46116,21.0
465,C00687848,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND PAC,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND,H4CA35031,21.0
466,C00687848,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND PAC,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND,H2CA31125,21.0
467,C00489799,PLANNED PARENTHOOD VOTES,M+R STRATEGIC SERVICES,S0FL00338,21.0
468,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,"FUTURA COLOR, INC.",H8CA49058,21.0
469,C00687848,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND PAC,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND,H8CA49058,21.0
470,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,H0GA05301,18.0
471,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,H2GA04201,18.0
472,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,H0GA07232,18.0
473,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,H0GA07273,18.0
474,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,H6GA04129,18.0
475,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,H2GA06222,18.0
476,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,H8GA06393,18.0
477,C00489799,PLANNED PARENTHOOD VOTES,PLANNED PARENTHOOD ACTION FUND,H2GA05166,18.0
478,C00489799,PLANNED PARENTHOOD VOTES,ARTLIST,S2AZ00372,16.0
479,C00489799,PLANNED PARENTHOOD VOTES,BLUE STATE DIGITAL,S4GA11285,15.0
480,C00489799,PLANNED PARENTHOOD VOTES,BLUE STATE DIGITAL,S0GA00526,15.0
481,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,H8CA49074,13.0
482,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,H2CA42205,13.0
483,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,H2CA36439,13.0
484,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,"FUTURA COLOR, INC.",H2CA43245,13.0
485,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,H2CA52089,13.0
486,C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,H2CA50026,13.0
487,C00684530,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,PLANNED PARENTHOOD MN ND SD ACTION FUND,H0MN02134,10.0
488,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4CA23011,8.0
489,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4CA33119,8.0
490,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4CA35031,8.0
491,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4CA45089,8.0
492,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4CO04090,8.0
493,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4FL20023,8.0
494,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4IA03115,8.0
495,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4MA03022,8.0
496,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4MA05084,8.0
497,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4MA06090,8.0
498,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4MD04071,8.0
499,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4MI07103,8.0
500,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4MI12079,8.0
501,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4MO05234,8.0
502,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4MS02068,8.0
503,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4MT00050,8.0
504,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4NC01046,8.0
505,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4NC12100,8.0
506,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4NJ01084,8.0
507,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4NJ01118,8.0
508,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4NJ12149,8.0
509,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4NY04075,8.0
510,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4NY11138,8.0
511,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4NY21079,8.0
512,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4NY22051,8.0
513,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4NY24073,8.0
514,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4NY27076,8.0
515,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4PA13199,8.0
516,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4TX09095,8.0
517,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4TX10028,8.0
518,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4TX10093,8.0
519,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4TX18054,8.0
520,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4VA08224,8.0
521,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4WA07073,8.0
522,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4WA09061,8.0
523,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4WI04183,8.0
524,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H4WV02080,8.0
525,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6AK00045,8.0
526,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6AZ01199,8.0
527,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6AZ09010,8.0
528,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6CA05195,8.0
529,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6CA20152,8.0
530,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6CA24113,8.0
531,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6CA24303,8.0
532,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6CA30185,8.0
533,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6CA44103,8.0
534,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6CA46116,8.0
535,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6CO01141,8.0
536,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6CO07023,8.0
537,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6DE00206,8.0
538,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6FL07140,8.0
539,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6FL09179,8.0
540,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6FL11126,8.0
541,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6FL13148,8.0
542,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6FL13205,8.0
543,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6FL14112,8.0
544,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6FL18097,8.0
545,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6GA04129,8.0
546,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6IL08147,8.0
547,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6KY03124,8.0
548,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6MD03292,8.0
549,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6MD04209,8.0
550,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6MD08457,8.0
551,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6MI04113,8.0
552,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6MI12264,8.0
553,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6MN02131,8.0
554,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6MN04244,8.0
555,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6NC04037,8.0
556,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6NE02125,8.0
557,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6NJ05171,8.0
558,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6NJ08118,8.0
559,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6NJ13191,8.0
560,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6NV04020,8.0
561,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6OH04082,8.0
562,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6OR03064,8.0
563,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6OR04047,8.0
564,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6PA02171,8.0
565,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6PA08277,8.0
566,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6TN09068,8.0
567,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6TX15162,8.0
568,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6VA01117,8.0
569,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6VA04061,8.0
570,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6VT00160,8.0
571,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6WA07458,8.0
572,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6WA09025,8.0
573,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H6WI03099,8.0
574,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8AK00140,8.0
575,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8AZ01104,8.0
576,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8AZ01237,8.0
577,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8AZ08083,8.0
578,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8AZ09040,8.0
579,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA01109,8.0
580,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA01257,8.0
581,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA04152,8.0
582,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA05035,8.0
583,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA09060,8.0
584,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA10126,8.0
585,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA10167,8.0
586,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA10209,8.0
587,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA12098,8.0
588,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA12171,8.0
589,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA19051,8.0
590,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA20059,8.0
591,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA32088,8.0
592,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA34068,8.0
593,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA34266,8.0
594,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA39174,8.0
595,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA39240,8.0
596,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA41170,8.0
597,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA45130,8.0
598,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA47078,8.0
599,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA48035,8.0
600,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA49058,8.0
601,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA49108,8.0
602,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA50098,8.0
603,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CA51062,8.0
604,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CO02160,8.0
605,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CO03192,8.0
606,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CO06229,8.0
607,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CT01046,8.0
608,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CT04172,8.0
609,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8CT05245,8.0
610,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8DE01044,8.0
611,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8FL07088,8.0
612,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8FL26039,8.0
613,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8FL27185,8.0
614,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8FL27193,8.0
615,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8GA06286,8.0
616,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8GA06393,8.0
617,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8GA07201,8.0
618,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IA01094,8.0
619,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IA02043,8.0
620,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IA03124,8.0
621,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IA04106,8.0
622,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IL04134,8.0
623,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IL05073,8.0
624,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IL06139,8.0
625,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IL09067,8.0
626,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IL09190,8.0
627,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IL13150,8.0
628,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IL14067,8.0
629,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IL14083,8.0
630,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IL14174,8.0
631,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8KS03155,8.0
632,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8LA02054,8.0
633,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MA02116,8.0
634,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MA03106,8.0
635,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MA07032,8.0
636,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MD03165,8.0
637,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8ME01120,8.0
638,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8ME02185,8.0
639,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MI08102,8.0
640,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MI09118,8.0
641,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MI11254,8.0
642,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MI13250,8.0
643,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MN01279,8.0
644,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MN03143,8.0
645,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MN05239,8.0
646,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MN08043,8.0
647,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MT01232,8.0
648,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NC13067,8.0
649,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NE02220,8.0
650,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NH01210,8.0
651,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NH02275,8.0
652,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NJ02166,8.0
653,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NJ03073,8.0
654,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NJ03206,8.0
655,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NJ04014,8.0
656,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NJ07223,8.0
657,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NM01331,8.0
658,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NM02156,8.0
659,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NM02248,8.0
660,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NV01261,8.0
661,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NV03036,8.0
662,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY01148,8.0
663,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY06048,8.0
664,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY11113,8.0
665,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY15148,8.0
666,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY19181,8.0
667,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY21203,8.0
668,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY21245,8.0
669,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY22151,8.0
